parentMANR;childMANR;childAnrede;childTitel;childVorname;childNachname;childTitelLang;BAEH_Referenzwert;BAEH_Messwert;RgbColorCode;childHeader
43827;19181;Herr;TM;Vorname_638;Nachname_638;Teammanager;311156;222941;150,54,52;Organisation von Teammanager Nachname_638
37116;35971;Herr;FB;Vorname_639;Nachname_639;Finanzberater;62944;63481;0,90,50;Organisation von Finanzberater Nachname_639
83401;85748;Herr;FB;Vorname_640;Nachname_640;Finanzberater;46122;24881;150,54,52;Organisation von Finanzberater Nachname_640
78361;78363;Herr;FB;Vorname_641;Nachname_641;Finanzberater;75699;31410;150,54,52;Organisation von Finanzberater Nachname_641
56383;50787;Herr;FB;Vorname_642;Nachname_642;Finanzberater;62520;68181;0,90,50;Organisation von Finanzberater Nachname_642
86603;86645;Frau;TL;Vorname_643;Nachname_643;Teamleiter;43421;45082;0,90,50;Organisation von Teamleiter Nachname_643
14066;14206;Frau;FB;Vorname_644;Nachname_644;Finanzberater;4185;23383;0,90,50;Organisation von Finanzberater Nachname_644
58398;58442;Herr;BA;Vorname_645;Nachname_645;Beraterassistent;7041;3676;150,54,52;Organisation von Beraterassistent Nachname_645
74000;74452;Herr;MG;Vorname_646;Nachname_646;Manager;2097186;1127923;150,54,52;Organisation von Manager Nachname_646
96247;63317;Herr;FB;Vorname_647;Nachname_647;Finanzberater;16980;8901;150,54,52;Organisation von Finanzberater Nachname_647
61364;44131;Herr;FB;Vorname_648;Nachname_648;Finanzberater;33854;34484;0,90,50;Organisation von Finanzberater Nachname_648
11204;91468;Herr;FB;Vorname_649;Nachname_649;Finanzberater;46485;29395;150,54,52;Organisation von Finanzberater Nachname_649
20989;51821;Herr;MG;Vorname_650;Nachname_650;Manager;372401;279093;150,54,52;Organisation von Manager Nachname_650
63051;21474;Herr;FB;Vorname_651;Nachname_651;Finanzberater;4723;1943;150,54,52;Organisation von Finanzberater Nachname_651
35151;35036;Herr;TM;Vorname_652;Nachname_652;Teammanager;80381;43993;150,54,52;Organisation von Teammanager Nachname_652
37484;30371;Herr;FB;Vorname_653;Nachname_653;Finanzberater;36699;48608;0,90,50;Organisation von Finanzberater Nachname_653
45856;36980;Herr;FB;Vorname_654;Nachname_654;Finanzberater;11051;16503;0,90,50;Organisation von Finanzberater Nachname_654
40508;52606;Herr;FT;Vorname_655;Nachname_655;Finanzberater Trainee;1877;35;150,54,52;Organisation von Finanzberater Trainee Nachname_655
15105;16057;Herr;BAVM;Vorname_656;Nachname_656;Manager bAV;62977;60489;150,54,52;Organisation von Manager bAV Nachname_656
74707;75979;Herr;FB;Vorname_657;Nachname_657;Finanzberater;26632;11551;150,54,52;Organisation von Finanzberater Nachname_657
65340;14845;Herr;TL;Vorname_658;Nachname_658;Teamleiter;31455;46504;0,90,50;Organisation von Teamleiter Nachname_658
92164;85468;Herr;FB;Vorname_659;Nachname_659;Finanzberater;80504;46106;150,54,52;Organisation von Finanzberater Nachname_659
17542;51894;Frau;FB;Vorname_660;Nachname_660;Finanzberater;13466;5021;150,54,52;Organisation von Finanzberater Nachname_660
96092;57386;Herr;FB;Vorname_661;Nachname_661;Finanzberater;16209;3173;150,54,52;Organisation von Finanzberater Nachname_661
51156;16868;Frau;BA;Vorname_662;Nachname_662;Beraterassistent;22162;12577;150,54,52;Organisation von Beraterassistent Nachname_662
86522;77758;Frau;FB;Vorname_663;Nachname_663;Finanzberater;45978;54811;0,90,50;Organisation von Finanzberater Nachname_663
15940;22377;Herr;FT;Vorname_664;Nachname_664;Finanzberater Trainee;48649;31850;150,54,52;Organisation von Finanzberater Trainee Nachname_664
65850;78973;Herr;FTVP;Vorname_665;Nachname_665;Finanzberater Trainee Vertriebsprofi;142;498;0,90,50;Organisation von Finanzberater Trainee Vertriebsprofi Nachname_665
88455;95739;Herr;FB;Vorname_666;Nachname_666;Finanzberater;21351;11517;150,54,52;Organisation von Finanzberater Nachname_666
81674;67182;Herr;FB;Vorname_667;Nachname_667;Finanzberater;236777;186298;150,54,52;Organisation von Finanzberater Nachname_667
96439;14904;Herr;BA;Vorname_668;Nachname_668;Beraterassistent;1716;323;150,54,52;Organisation von Beraterassistent Nachname_668
96092;56918;Herr;FB;Vorname_669;Nachname_669;Finanzberater;17692;6369;150,54,52;Organisation von Finanzberater Nachname_669
74165;69168;Herr;FB;Vorname_670;Nachname_670;Finanzberater;62205;42351;150,54,52;Organisation von Finanzberater Nachname_670
62532;22008;Herr;FB;Vorname_671;Nachname_671;Finanzberater;163334;51868;150,54,52;Organisation von Finanzberater Nachname_671
11045;78311;Herr;TL;Vorname_672;Nachname_672;Teamleiter;35649;12549;150,54,52;Organisation von Teamleiter Nachname_672
21580;20935;Frau;TL;Vorname_673;Nachname_673;Teamleiter;254433;243068;150,54,52;Organisation von Teamleiter Nachname_673
56798;57512;Frau;FB;Vorname_674;Nachname_674;Finanzberater;39482;43871;0,90,50;Organisation von Finanzberater Nachname_674
42058;41130;Herr;FB;Vorname_675;Nachname_675;Finanzberater;1582;4020;0,90,50;Organisation von Finanzberater Nachname_675
42036;16832;Herr;TL;Vorname_676;Nachname_676;Teamleiter;61482;31696;150,54,52;Organisation von Teamleiter Nachname_676
79381;79364;Frau;FB;Vorname_677;Nachname_677;Finanzberater;32686;27166;150,54,52;Organisation von Finanzberater Nachname_677
36742;31882;Herr;FT;Vorname_678;Nachname_678;Finanzberater Trainee;15906;20429;0,90,50;Organisation von Finanzberater Trainee Nachname_678
81710;57638;Herr;FT;Vorname_679;Nachname_679;Finanzberater Trainee;1736;217;150,54,52;Organisation von Finanzberater Trainee Nachname_679
81710;57625;Herr;FT;Vorname_680;Nachname_680;Finanzberater Trainee;16953;13144;150,54,52;Organisation von Finanzberater Trainee Nachname_680
18162;19256;Herr;FB;Vorname_681;Nachname_681;Finanzberater;61048;39686;150,54,52;Organisation von Finanzberater Nachname_681
1081;31183;Herr;FIND;Vorname_682;Nachname_682;Finanzierungsdirektor;185646;124258;150,54,52;Organisation von Finanzierungsdirektor Nachname_682
92164;97429;Herr;TM;Vorname_683;Nachname_683;Teammanager;138976;106283;150,54,52;Organisation von Teammanager Nachname_683
20347;22276;Frau;FB;Vorname_684;Nachname_684;Finanzberater;44184;33092;150,54,52;Organisation von Finanzberater Nachname_684
95349;55889;Herr;FB;Vorname_685;Nachname_685;Finanzberater;69529;66462;150,54,52;Organisation von Finanzberater Nachname_685
48095;48509;Herr;FB;Vorname_686;Nachname_686;Finanzberater;50532;33053;150,54,52;Organisation von Finanzberater Nachname_686
93928;68315;Frau;TL;Vorname_687;Nachname_687;Teamleiter;40131;33900;150,54,52;Organisation von Teamleiter Nachname_687
41230;52442;Herr;BA;Vorname_688;Nachname_688;Beraterassistent;8296;15710;0,90,50;Organisation von Beraterassistent Nachname_688
11045;65532;Herr;FB;Vorname_689;Nachname_689;Finanzberater;26198;3307;150,54,52;Organisation von Finanzberater Nachname_689
50439;54007;Frau;FB;Vorname_690;Nachname_690;Finanzberater;83052;47994;150,54,52;Organisation von Finanzberater Nachname_690
68224;52532;Herr;FT;Vorname_691;Nachname_691;Finanzberater Trainee;2608;656;150,54,52;Organisation von Finanzberater Trainee Nachname_691
77010;50439;Frau;TL;Vorname_692;Nachname_692;Teamleiter;189808;120427;150,54,52;Organisation von Teamleiter Nachname_692
49543;19719;Herr;FB;Vorname_693;Nachname_693;Finanzberater;31752;30438;150,54,52;Organisation von Finanzberater Nachname_693
80210;65724;Herr;FB;Vorname_694;Nachname_694;Finanzberater;3127;3306;0,90,50;Organisation von Finanzberater Nachname_694
96247;63377;Herr;TL;Vorname_695;Nachname_695;Teamleiter;214598;112074;150,54,52;Organisation von Teamleiter Nachname_695
46180;47062;Herr;FB;Vorname_696;Nachname_696;Finanzberater;42382;28060;150,54,52;Organisation von Finanzberater Nachname_696
80326;79472;Herr;TM;Vorname_697;Nachname_697;Teammanager;221319;136915;150,54,52;Organisation von Teammanager Nachname_697
45040;40870;Herr;DR;Vorname_698;Nachname_698;Direktor;556964;477682;150,54,52;Organisation von Direktor Nachname_698
95529;51119;Herr;FB;Vorname_699;Nachname_699;Finanzberater;64503;45977;150,54,52;Organisation von Finanzberater Nachname_699
48596;48714;Herr;FB;Vorname_700;Nachname_700;Finanzberater;26292;25645;150,54,52;Organisation von Finanzberater Nachname_700
19870;40234;Herr;FB;Vorname_701;Nachname_701;Finanzberater;90417;84775;150,54,52;Organisation von Finanzberater Nachname_701
68315;65928;Frau;FB;Vorname_702;Nachname_702;Finanzberater;39312;33149;150,54,52;Organisation von Finanzberater Nachname_702
96430;14903;Herr;BA;Vorname_703;Nachname_703;Beraterassistent;3774;2504;150,54,52;Organisation von Beraterassistent Nachname_703
79133;83979;Herr;FB;Vorname_704;Nachname_704;Finanzberater;119191;104787;150,54,52;Organisation von Finanzberater Nachname_704
10710;14269;Herr;FB;Vorname_705;Nachname_705;Finanzberater;19540;10207;150,54,52;Organisation von Finanzberater Nachname_705
20814;21667;Frau;FB;Vorname_706;Nachname_706;Finanzberater;147947;100454;150,54,52;Organisation von Finanzberater Nachname_706
11045;96723;Herr;FB;Vorname_707;Nachname_707;Finanzberater;6046;797;150,54,52;Organisation von Finanzberater Nachname_707
65268;78297;Herr;FB;Vorname_708;Nachname_708;Finanzberater;34829;20662;150,54,52;Organisation von Finanzberater Nachname_708
14066;85764;Herr;FB;Vorname_709;Nachname_709;Finanzberater;16760;14678;150,54,52;Organisation von Finanzberater Nachname_709
43023;18710;Herr;FB;Vorname_710;Nachname_710;Finanzberater;636256;316886;150,54,52;Organisation von Finanzberater Nachname_710
13315;61818;Herr;TL;Vorname_711;Nachname_711;Teamleiter;233895;217731;150,54,52;Organisation von Teamleiter Nachname_711
68241;50868;Herr;FB;Vorname_712;Nachname_712;Finanzberater;51589;44440;150,54,52;Organisation von Finanzberater Nachname_712
37116;36541;Herr;TL;Vorname_713;Nachname_713;Teamleiter;105790;83973;150,54,52;Organisation von Teamleiter Nachname_713
49612;43008;Herr;FB;Vorname_714;Nachname_714;Finanzberater;22279;15334;150,54,52;Organisation von Finanzberater Nachname_714
40319;19880;Herr;FB;Vorname_715;Nachname_715;Finanzberater;122305;112852;150,54,52;Organisation von Finanzberater Nachname_715
97868;71471;Herr;FB;Vorname_716;Nachname_716;Finanzberater;288;15;150,54,52;Organisation von Finanzberater Nachname_716
85757;14782;Herr;FT;Vorname_717;Nachname_717;Finanzberater Trainee;20852;10264;150,54,52;Organisation von Finanzberater Trainee Nachname_717
83403;14349;Herr;TL;Vorname_718;Nachname_718;Teamleiter;69402;75980;0,90,50;Organisation von Teamleiter Nachname_718
35603;36684;Herr;FB;Vorname_719;Nachname_719;Finanzberater;39367;27687;150,54,52;Organisation von Finanzberater Nachname_719
42565;17635;Herr;FB;Vorname_720;Nachname_720;Finanzberater;19;56;0,90,50;Organisation von Finanzberater Nachname_720
68241;51998;Herr;FB;Vorname_721;Nachname_721;Finanzberater;47761;33731;150,54,52;Organisation von Finanzberater Nachname_721
75249;70045;Herr;FINM;Vorname_722;Nachname_722;Finanzierungsmanager;57070;35883;150,54,52;Organisation von Finanzierungsmanager Nachname_722
45856;37000;Frau;FTVP;Vorname_723;Nachname_723;Finanzberater Trainee Vertriebsprofi;0;5193;0,90,50;Organisation von Finanzberater Trainee Vertriebsprofi Nachname_723
51117;52670;Frau;FT;Vorname_724;Nachname_724;Finanzberater Trainee;11648;7075;150,54,52;Organisation von Finanzberater Trainee Nachname_724
51867;22396;Herr;FT;Vorname_725;Nachname_725;Finanzberater Trainee;31852;13621;150,54,52;Organisation von Finanzberater Trainee Nachname_725
62584;51867;Herr;TL;Vorname_726;Nachname_726;Teamleiter;129023;105046;150,54,52;Organisation von Teamleiter Nachname_726
89663;38505;Herr;FB;Vorname_727;Nachname_727;Finanzberater;9968;581;150,54,52;Organisation von Finanzberater Nachname_727
36392;64285;Herr;FB;Vorname_728;Nachname_728;Finanzberater;39299;27091;150,54,52;Organisation von Finanzberater Nachname_728
45845;45856;Herr;TM;Vorname_729;Nachname_729;Teammanager;537992;884384;0,90,50;Organisation von Teammanager Nachname_729
45040;45845;Herr;MG;Vorname_730;Nachname_730;Manager;484077;712631;0,90,50;Organisation von Manager Nachname_730
42565;17846;Herr;FB;Vorname_731;Nachname_731;Finanzberater;49188;43101;150,54,52;Organisation von Finanzberater Nachname_731
83403;14539;Herr;TL;Vorname_732;Nachname_732;Teamleiter;98670;88358;150,54,52;Organisation von Teamleiter Nachname_732
36651;31877;Herr;FB;Vorname_733;Nachname_733;Finanzberater;35205;35322;0,90,50;Organisation von Finanzberater Nachname_733
56445;13844;Herr;FB;Vorname_734;Nachname_734;Finanzberater;35277;24473;150,54,52;Organisation von Finanzberater Nachname_734
69138;76584;Herr;FB;Vorname_735;Nachname_735;Finanzberater;7127;2816;150,54,52;Organisation von Finanzberater Nachname_735
62368;47452;Frau;FB;Vorname_736;Nachname_736;Finanzberater;38181;32995;150,54,52;Organisation von Finanzberater Nachname_736
62597;62945;Herr;FB;Vorname_737;Nachname_737;Finanzberater;174;1837;0,90,50;Organisation von Finanzberater Nachname_737
83273;16571;Herr;FTVP;Vorname_738;Nachname_738;Finanzberater Trainee Vertriebsprofi;309;1499;0,90,50;Organisation von Finanzberater Trainee Vertriebsprofi Nachname_738
42475;13805;Herr;FB;Vorname_739;Nachname_739;Finanzberater;36054;14009;150,54,52;Organisation von Finanzberater Nachname_739
62308;14950;Herr;FB;Vorname_740;Nachname_740;Finanzberater;5794;11071;0,90,50;Organisation von Finanzberater Nachname_740
40870;40931;Herr;TL;Vorname_741;Nachname_741;Teamleiter;111952;114247;0,90,50;Organisation von Teamleiter Nachname_741
61637;36851;Herr;TL;Vorname_742;Nachname_742;Teamleiter;55321;23828;150,54,52;Organisation von Teamleiter Nachname_742
80309;43827;Herr;MG;Vorname_743;Nachname_743;Manager;2689020;1855903;150,54,52;Organisation von Manager Nachname_743
43827;43241;Herr;BAVM;Vorname_744;Nachname_744;Manager bAV;111773;83842;150,54,52;Organisation von Manager bAV Nachname_744
80326;79559;Herr;TL;Vorname_745;Nachname_745;Teamleiter;46593;64025;0,90,50;Organisation von Teamleiter Nachname_745
37146;32077;Herr;FINM;Vorname_746;Nachname_746;Finanzierungsmanager;78021;65558;150,54,52;Organisation von Finanzierungsmanager Nachname_746
81712;57395;Herr;FB;Vorname_747;Nachname_747;Finanzberater;28576;36150;0,90,50;Organisation von Finanzberater Nachname_747
86226;16543;Herr;FTVP;Vorname_748;Nachname_748;Finanzberater Trainee Vertriebsprofi;139;183;0,90,50;Organisation von Finanzberater Trainee Vertriebsprofi Nachname_748
13315;14775;Herr;TL;Vorname_749;Nachname_749;Teamleiter;41526;26959;150,54,52;Organisation von Teamleiter Nachname_749
42121;41437;Herr;MG;Vorname_750;Nachname_750;Manager;2383728;1928572;150,54,52;Organisation von Manager Nachname_750
81674;66816;Herr;FB;Vorname_751;Nachname_751;Finanzberater;22351;5445;150,54,52;Organisation von Finanzberater Nachname_751
93219;93215;Herr;FB;Vorname_752;Nachname_752;Finanzberater;123716;92439;150,54,52;Organisation von Finanzberater Nachname_752
53650;52210;Herr;FB;Vorname_753;Nachname_753;Finanzberater;5732;1702;150,54,52;Organisation von Finanzberater Nachname_753
96092;57404;Herr;FT;Vorname_754;Nachname_754;Finanzberater Trainee;7042;4605;150,54,52;Organisation von Finanzberater Trainee Nachname_754
98388;52654;Herr;BAA;Vorname_755;Nachname_755;Beraterassistent in Ausbildung;507;388;150,54,52;Organisation von Beraterassistent in Ausbildung Nachname_755
69137;76583;Frau;BAA;Vorname_756;Nachname_756;Beraterassistent in Ausbildung;5169;2887;150,54,52;Organisation von Beraterassistent in Ausbildung Nachname_756
93786;57558;Herr;FB;Vorname_757;Nachname_757;Finanzberater;10649;13154;0,90,50;Organisation von Finanzberater Nachname_757
67021;20932;Frau;FT;Vorname_758;Nachname_758;Finanzberater Trainee;61;21;150,54,52;Organisation von Finanzberater Trainee Nachname_758
95924;47311;Herr;TL;Vorname_759;Nachname_759;Teamleiter;103513;55747;150,54,52;Organisation von Teamleiter Nachname_759
41437;17886;Herr;FB;Vorname_760;Nachname_760;Finanzberater;65135;93118;0,90,50;Organisation von Finanzberater Nachname_760
88455;79500;Herr;TL;Vorname_761;Nachname_761;Teamleiter;111726;158196;0,90,50;Organisation von Teamleiter Nachname_761
55898;58481;Herr;FB;Vorname_762;Nachname_762;Finanzberater;99163;77157;150,54,52;Organisation von Finanzberater Nachname_762
46102;47182;Herr;TL;Vorname_763;Nachname_763;Teamleiter;123274;91929;150,54,52;Organisation von Teamleiter Nachname_763
44199;45539;Herr;FB;Vorname_764;Nachname_764;Finanzberater;27849;20332;150,54,52;Organisation von Finanzberater Nachname_764
81668;83468;Herr;TM;Vorname_765;Nachname_765;Teammanager;742346;482330;150,54,52;Organisation von Teammanager Nachname_765
17837;46374;Frau;FB;Vorname_766;Nachname_766;Finanzberater;59986;41108;150,54,52;Organisation von Finanzberater Nachname_766
30332;36662;Herr;FB;Vorname_767;Nachname_767;Finanzberater;38765;31923;150,54,52;Organisation von Finanzberater Nachname_767
63017;22431;Frau;BA;Vorname_768;Nachname_768;Beraterassistent;1657;622;150,54,52;Organisation von Beraterassistent Nachname_768
62539;62709;Herr;FB;Vorname_769;Nachname_769;Finanzberater;150789;145156;150,54,52;Organisation von Finanzberater Nachname_769
79159;57283;Frau;FB;Vorname_770;Nachname_770;Finanzberater;43761;39670;150,54,52;Organisation von Finanzberater Nachname_770
20862;21616;Herr;FB;Vorname_771;Nachname_771;Finanzberater;54124;47379;150,54,52;Organisation von Finanzberater Nachname_771
36772;31789;Frau;FB;Vorname_772;Nachname_772;Finanzberater;53074;51073;150,54,52;Organisation von Finanzberater Nachname_772
79252;40508;Herr;TM;Vorname_773;Nachname_773;Teammanager;281545;134831;150,54,52;Organisation von Teammanager Nachname_773
15762;17057;Herr;BAA;Vorname_774;Nachname_774;Beraterassistent in Ausbildung;414;413;150,54,52;Organisation von Beraterassistent in Ausbildung Nachname_774
46341;45754;Herr;FB;Vorname_775;Nachname_775;Finanzberater;48080;31036;150,54,52;Organisation von Finanzberater Nachname_775
70159;70442;Herr;TL;Vorname_776;Nachname_776;Teamleiter;160487;62168;150,54,52;Organisation von Teamleiter Nachname_776
62539;22007;Herr;TL;Vorname_777;Nachname_777;Teamleiter;105726;85237;150,54,52;Organisation von Teamleiter Nachname_777
50677;51879;Herr;FB;Vorname_778;Nachname_778;Finanzberater;45124;30280;150,54,52;Organisation von Finanzberater Nachname_778
68241;40778;Herr;TL;Vorname_779;Nachname_779;Teamleiter;25749;41257;0,90,50;Organisation von Teamleiter Nachname_779
36742;31876;Herr;FT;Vorname_780;Nachname_780;Finanzberater Trainee;16615;19926;0,90,50;Organisation von Finanzberater Trainee Nachname_780
86671;86677;Herr;FB;Vorname_781;Nachname_781;Finanzberater;68171;51881;150,54,52;Organisation von Finanzberater Nachname_781
11045;65543;Herr;TL;Vorname_782;Nachname_782;Teamleiter;48415;32736;150,54,52;Organisation von Teamleiter Nachname_782
81674;67168;Herr;FB;Vorname_783;Nachname_783;Finanzberater;34210;30401;150,54,52;Organisation von Finanzberater Nachname_783
62232;62696;Herr;FB;Vorname_784;Nachname_784;Finanzberater;238670;220559;150,54,52;Organisation von Finanzberater Nachname_784
90622;79073;Frau;TL;Vorname_785;Nachname_785;Teamleiter;196291;134052;150,54,52;Organisation von Teamleiter Nachname_785
80668;81227;Frau;FB;Vorname_786;Nachname_786;Finanzberater;36410;27379;150,54,52;Organisation von Finanzberater Nachname_786
14446;15776;Herr;BA;Vorname_787;Nachname_787;Beraterassistent;7552;1017;150,54,52;Organisation von Beraterassistent Nachname_787
90190;98838;Herr;FB;Vorname_788;Nachname_788;Finanzberater;72024;42520;150,54,52;Organisation von Finanzberater Nachname_788
62584;21539;Herr;FB;Vorname_789;Nachname_789;Finanzberater;68554;48257;150,54,52;Organisation von Finanzberater Nachname_789
13400;84681;Herr;TM;Vorname_790;Nachname_790;Teammanager;453862;438309;150,54,52;Organisation von Teammanager Nachname_790
15105;84046;Herr;TM;Vorname_791;Nachname_791;Teammanager;240419;202333;150,54,52;Organisation von Teammanager Nachname_791
99514;14841;Herr;FB;Vorname_792;Nachname_792;Finanzberater;6459;24;150,54,52;Organisation von Finanzberater Nachname_792
79287;52610;Herr;BAA;Vorname_793;Nachname_793;Beraterassistent in Ausbildung;1137;1972;0,90,50;Organisation von Beraterassistent in Ausbildung Nachname_793
95434;79607;Frau;BA;Vorname_794;Nachname_794;Beraterassistent;1990;511;150,54,52;Organisation von Beraterassistent Nachname_794
10854;14089;Herr;FB;Vorname_795;Nachname_795;Finanzberater;72219;38716;150,54,52;Organisation von Finanzberater Nachname_795
80326;79824;Herr;FB;Vorname_796;Nachname_796;Finanzberater;30564;28384;150,54,52;Organisation von Finanzberater Nachname_796
73001;60410;Herr;FB;Vorname_797;Nachname_797;Finanzberater;71921;33116;150,54,52;Organisation von Finanzberater Nachname_797
86681;78349;Herr;TL;Vorname_798;Nachname_798;Teamleiter;91978;49316;150,54,52;Organisation von Teamleiter Nachname_798
83831;79087;Frau;FB;Vorname_799;Nachname_799;Finanzberater;478;40;150,54,52;Organisation von Finanzberater Nachname_799
79264;50709;Herr;FB;Vorname_800;Nachname_800;Finanzberater;81564;61625;150,54,52;Organisation von Finanzberater Nachname_800
37116;36744;Herr;TL;Vorname_801;Nachname_801;Teamleiter;232146;129223;150,54,52;Organisation von Teamleiter Nachname_801
13937;14652;Herr;FB;Vorname_802;Nachname_802;Finanzberater;18503;11295;150,54,52;Organisation von Finanzberater Nachname_802
74452;79381;Herr;TL;Vorname_803;Nachname_803;Teamleiter;149548;133837;150,54,52;Organisation von Teamleiter Nachname_803
30332;31816;Herr;FT;Vorname_804;Nachname_804;Finanzberater Trainee;43097;18221;150,54,52;Organisation von Finanzberater Trainee Nachname_804
20848;22041;Herr;FT;Vorname_805;Nachname_805;Finanzberater Trainee;2145;12317;0,90,50;Organisation von Finanzberater Trainee Nachname_805
83401;94581;Herr;FB;Vorname_806;Nachname_806;Finanzberater;1860;488;150,54,52;Organisation von Finanzberater Nachname_806
36584;30779;Herr;FB;Vorname_807;Nachname_807;Finanzberater;13268;11726;150,54,52;Organisation von Finanzberater Nachname_807
63399;94126;Herr;FB;Vorname_808;Nachname_808;Finanzberater;138261;110929;150,54,52;Organisation von Finanzberater Nachname_808
86603;16834;Herr;TM;Vorname_809;Nachname_809;Teammanager;104839;74916;150,54,52;Organisation von Teammanager Nachname_809
45937;46770;Herr;TL;Vorname_810;Nachname_810;Teamleiter;113013;88928;150,54,52;Organisation von Teamleiter Nachname_810
81674;79615;Frau;FT;Vorname_811;Nachname_811;Finanzberater Trainee;27538;19945;150,54,52;Organisation von Finanzberater Trainee Nachname_811
80210;81674;Herr;MG;Vorname_812;Nachname_812;Manager;1899282;1298935;150,54,52;Organisation von Manager Nachname_812
79252;51712;Herr;TL;Vorname_813;Nachname_813;Teamleiter;88943;67231;150,54,52;Organisation von Teamleiter Nachname_813
86603;86638;Herr;FB;Vorname_814;Nachname_814;Finanzberater;40578;59630;0,90,50;Organisation von Finanzberater Nachname_814
81712;57406;Herr;FB;Vorname_815;Nachname_815;Finanzberater;48814;45679;150,54,52;Organisation von Finanzberater Nachname_815
60884;14846;Herr;FB;Vorname_816;Nachname_816;Finanzberater;93861;82402;150,54,52;Organisation von Finanzberater Nachname_816
37027;60167;Herr;TL;Vorname_817;Nachname_817;Teamleiter;23045;10893;150,54,52;Organisation von Teamleiter Nachname_817
94751;14876;Frau;TL;Vorname_818;Nachname_818;Teamleiter;57286;145244;0,90,50;Organisation von Teamleiter Nachname_818
66823;94751;Herr;TM;Vorname_819;Nachname_819;Teammanager;186976;301516;0,90,50;Organisation von Teammanager Nachname_819
81668;80661;Herr;BAVM;Vorname_820;Nachname_820;Manager bAV;97676;89607;150,54,52;Organisation von Manager bAV Nachname_820
50677;52180;Herr;FB;Vorname_821;Nachname_821;Finanzberater;39584;49766;0,90,50;Organisation von Finanzberater Nachname_821
40571;52530;Herr;FT;Vorname_822;Nachname_822;Finanzberater Trainee;6653;4380;150,54,52;Organisation von Finanzberater Trainee Nachname_822
20347;62505;Herr;FB;Vorname_823;Nachname_823;Finanzberater;40930;43103;0,90,50;Organisation von Finanzberater Nachname_823
62597;62954;Herr;FB;Vorname_824;Nachname_824;Finanzberater;79403;65403;150,54,52;Organisation von Finanzberater Nachname_824
45856;36899;Herr;TL;Vorname_825;Nachname_825;Teamleiter;93064;176846;0,90,50;Organisation von Teamleiter Nachname_825
74000;74800;Herr;FB;Vorname_826;Nachname_826;Finanzberater;9701;6552;150,54,52;Organisation von Finanzberater Nachname_826
86603;78401;Herr;FT;Vorname_827;Nachname_827;Finanzberater Trainee;26833;54223;0,90,50;Organisation von Finanzberater Trainee Nachname_827
11045;13124;Herr;FB;Vorname_828;Nachname_828;Finanzberater;40683;34986;150,54,52;Organisation von Finanzberater Nachname_828
41477;17364;Herr;TM;Vorname_829;Nachname_829;Teammanager;337970;307501;150,54,52;Organisation von Teammanager Nachname_829
70173;60104;Herr;TL;Vorname_830;Nachname_830;Teamleiter;125727;95398;150,54,52;Organisation von Teamleiter Nachname_830
72949;69591;Herr;FB;Vorname_831;Nachname_831;Finanzberater;76564;70408;150,54,52;Organisation von Finanzberater Nachname_831
44631;45044;Herr;TM;Vorname_832;Nachname_832;Teammanager;201091;200920;150,54,52;Organisation von Teammanager Nachname_832
19954;52437;Herr;FB;Vorname_833;Nachname_833;Finanzberater;20433;25770;0,90,50;Organisation von Finanzberater Nachname_833
51802;62726;Herr;TL;Vorname_834;Nachname_834;Teamleiter;174357;167875;150,54,52;Organisation von Teamleiter Nachname_834
49543;83332;Herr;TL;Vorname_835;Nachname_835;Teamleiter;111602;92635;150,54,52;Organisation von Teamleiter Nachname_835
42036;19494;Herr;FB;Vorname_836;Nachname_836;Finanzberater;164052;141937;150,54,52;Organisation von Finanzberater Nachname_836
45363;47705;Herr;FB;Vorname_837;Nachname_837;Finanzberater;45865;49521;0,90,50;Organisation von Finanzberater Nachname_837
80309;67138;Herr;FT;Vorname_838;Nachname_838;Finanzberater Trainee;386;450;0,90,50;Organisation von Finanzberater Trainee Nachname_838
42036;18162;Herr;TL;Vorname_839;Nachname_839;Teamleiter;94149;55768;150,54,52;Organisation von Teamleiter Nachname_839
83468;57314;Frau;FB;Vorname_840;Nachname_840;Finanzberater;16243;21239;0,90,50;Organisation von Finanzberater Nachname_840
37101;36500;Herr;FB;Vorname_841;Nachname_841;Finanzberater;18053;28774;0,90,50;Organisation von Finanzberater Nachname_841
62368;38334;Frau;TL;Vorname_842;Nachname_842;Teamleiter;73574;65068;150,54,52;Organisation von Teamleiter Nachname_842
47248;47963;Herr;FB;Vorname_843;Nachname_843;Finanzberater;58211;78066;0,90,50;Organisation von Finanzberater Nachname_843
17583;17779;Herr;FB;Vorname_844;Nachname_844;Finanzberater;43589;69094;0,90,50;Organisation von Finanzberater Nachname_844
41477;17583;Herr;TM;Vorname_845;Nachname_845;Teammanager;296485;300153;0,90,50;Organisation von Teammanager Nachname_845
80309;65340;Herr;TM;Vorname_846;Nachname_846;Teammanager;611318;501231;150,54,52;Organisation von Teammanager Nachname_846
35151;36584;Herr;TM;Vorname_847;Nachname_847;Teammanager;664578;473710;150,54,52;Organisation von Teammanager Nachname_847
86671;81622;Herr;TM;Vorname_848;Nachname_848;Teammanager;177819;160133;150,54,52;Organisation von Teammanager Nachname_848
81622;78447;Herr;FT;Vorname_849;Nachname_849;Finanzberater Trainee;4398;1473;150,54,52;Organisation von Finanzberater Trainee Nachname_849
13315;62317;Herr;TL;Vorname_850;Nachname_850;Teamleiter;146003;79688;150,54,52;Organisation von Teamleiter Nachname_850
